season;lemma_final;cnt_total
autumn;высокомерн;2
autumn;высокохудожествен;1
autumn;высот;217
autumn;высохнут;1
autumn;высохш;1
autumn;высочайш;6
autumn;высочен;1
autumn;выстав;5
autumn;выставк;3
autumn;выставл;1
autumn;выставлен;2
autumn;выстаива;1
autumn;выстла;1
autumn;выстраива;1
autumn;выстро;1
autumn;выступа;5
autumn;выступлен;5
autumn;высш;251
autumn;выталкива;1
autumn;вытаскива;1
autumn;вытек;2
autumn;вытека;1
autumn;вытерет;1
autumn;вытерл;2
autumn;вытира;2
autumn;вытягива;1
autumn;вытяжк;18
autumn;выход;48
autumn;выходн;72
autumn;выхож;1
autumn;вычл;1
autumn;выш;140
autumn;вышеизложен;1
autumn;вышел;12
autumn;вышеперечислен;1
autumn;вышестоя;1
autumn;вышеуказа;1
autumn;вышибал;1
autumn;вышк;7
autumn;вышкол;2
autumn;вышл;21
autumn;выяв;1
autumn;выявл;2
autumn;выясн;3
autumn;выяснен;1
autumn;выясня;4
autumn;вьете;1
autumn;вьетн;3
autumn;вьетнам;5
autumn;вьетнамк;2
autumn;вьетнамск;39
autumn;вьетнамц;8
autumn;вьют;1
autumn;вэлк;1
autumn;вяжет;2
autumn;вяжут;1
autumn;вял;5
autumn;вялен;12
autumn;га;2
autumn;гав;1
autumn;гавайск;2
autumn;гаван;1
autumn;гад;1
autumn;гада;1
autumn;гадк;1
autumn;гадост;3
autumn;газ;2
autumn;газет;1
autumn;газирова;1
autumn;газировк;1
autumn;гайдэ;2
autumn;галантн;2
autumn;галер;1
autumn;галере;1
autumn;галим;1
autumn;галочк;2
autumn;гама;1
autumn;гамадрил;1
autumn;гамбургер;2
autumn;гамм;1
autumn;ганвест;1
autumn;ганга;1
autumn;гар;2
autumn;гарант;1
autumn;гарантирова;6
autumn;гардероб;23
autumn;гардеробн;3
autumn;гардеробщик;3
autumn;гардеробщиц;2
autumn;гармон;5
autumn;гармонир;3
autumn;гармоничн;15
autumn;гарнир;18
autumn;гарнитур;3
autumn;гарр;1
autumn;гасл;1
autumn;гастр;2
autumn;гастробар;2
autumn;гастрон;1
autumn;гастроном;6
autumn;гастрономическ;57
autumn;гастроэнтузиаст;1
autumn;гаяз;1
autumn;гвозд;2
autumn;гебед;1
autumn;гедз;4
autumn;гейм;1
autumn;геймер;2
autumn;гейминг;1
autumn;геймпад;1
autumn;геймпл;1
autumn;ген;1
autumn;гендер;1
autumn;генера;1
autumn;генеральн;1
autumn;геокупол;1
autumn;георг;1
autumn;гепард;1
autumn;герман;1
autumn;герметичн;1
autumn;геро;2
autumn;герцовк;1
autumn;гибк;1
autumn;гибкост;1
autumn;гигантск;4
autumn;гид;3
autumn;гимн;1
autumn;гинз;1
autumn;гипер;3
autumn;гирлянд;1
autumn;гитар;1
autumn;гким;1
autumn;главн;172
autumn;глаз;59
autumn;глазун;8
autumn;глазур;1
autumn;гламур;3
autumn;глас;1
autumn;глеб;1
autumn;глинтвейн;9
autumn;глинян;4
autumn;глобальн;1
autumn;глота;1
autumn;глотк;4
autumn;глоток;3
autumn;глубж;1
autumn;глубин;2
autumn;глубок;5
autumn;глуп;2
autumn;глушк;1
autumn;глют;1
autumn;глючат;1
autumn;гляд;2
autumn;гневн;1
autumn;гнил;1
autumn;гну;1
autumn;говнобслуживан;1
autumn;говор;126
autumn;говядин;108
autumn;говяж;14
autumn;год;117
autumn;годж;2
autumn;годн;3
autumn;годовал;1
autumn;годовщин;9
autumn;гол;2
autumn;голов;17
autumn;головн;5
autumn;головокружительн;1
autumn;голод;7
autumn;голодн;50
autumn;голодын;1
autumn;голос;9
autumn;голословн;1
autumn;голубик;2
autumn;голубц;5
autumn;голубчик;1
autumn;гомер;3
autumn;гон;1
autumn;гор;6
autumn;горазд;15
autumn;горач;1
autumn;горгонзолл;1
autumn;горд;2
autumn;гордост;3
autumn;горел;6
autumn;горет;2
autumn;гореч;2
autumn;горичитеотн;1
autumn;горк;3
autumn;горл;2
autumn;горн;2
autumn;город;294
autumn;городск;5
autumn;горожа;1
autumn;горох;5
autumn;горохов;7
autumn;горстк;1
autumn;горч;10
autumn;горчат;1
autumn;горчиц;6
autumn;горчичн;3
autumn;горшок;1
autumn;горшочек;1
autumn;горшочк;5
autumn;горьк;12
autumn;горьковат;1
autumn;горя;1
autumn;горяч;174
autumn;горяченьк;1
autumn;горячительн;1
autumn;гос;1
autumn;господин;1
autumn;госпошлин;1
autumn;гост;320
autumn;гостепр;1
autumn;гостепреимн;1
autumn;гостепреимств;3
autumn;гостеприим;1
autumn;гостеприимн;28
autumn;гостеприимств;48
autumn;гостеприймн;1
autumn;гостин;1
autumn;гостиниц;11
autumn;гостишк;1
autumn;гостроточк;1
autumn;госуслуг;2
autumn;гот;27
autumn;готов;434
autumn;готовк;10
autumn;готовл;2
autumn;готовн;12
autumn;готовт;1
autumn;готовьт;3
autumn;готовя;2
autumn;гра;5
autumn;грабеж;1
autumn;градус;2
autumn;граждан;1
autumn;гражданин;1
autumn;грамм;5
autumn;граммовк;2
autumn;грамовк;2
autumn;грамотн;20
autumn;гран;2
autumn;гранат;2
autumn;гранатов;9
autumn;границ;1
autumn;грапп;1
autumn;график;8
autumn;графин;3
autumn;графинчик;1
autumn;гребешк;13
autumn;гребешок;2
autumn;грейпфрут;1
autumn;грел;1
autumn;грем;2
autumn;гренк;9
autumn;гренок;2
autumn;греночк;1
autumn;грех;2
autumn;грец;3
autumn;грецк;1
autumn;греч;1
autumn;греческ;46
autumn;гречишн;3
autumn;гречк;6
autumn;гречнев;1
autumn;греют;2
autumn;гриб;51
autumn;грибн;12
autumn;грибочк;3
autumn;грил;23
autumn;грим;1
autumn;грин;5
autumn;гриндог;1
autumn;гринегрет;1
autumn;гринигрет;1
autumn;гринфилд;2
autumn;гриссин;3
autumn;гроб;2
autumn;громк;48
autumn;громковат;1
autumn;громкост;9
autumn;груб;9
autumn;грубоват;1
autumn;грубост;3
autumn;груд;3
autumn;грудинк;2
autumn;грудк;29
autumn;грудн;5
autumn;груз;2
autumn;грузд;3
autumn;грузинск;12
autumn;грузов;1
autumn;групп;16
autumn;груст;1
autumn;грустн;11
autumn;грустноват;1
autumn;груш;9
autumn;грушев;2
autumn;грчще;1
autumn;грызн;1
autumn;грядк;1
autumn;гряз;5
autumn;грязн;55
autumn;грязноват;2
autumn;гу;5
autumn;гуакамол;5
autumn;гуаноба;1
autumn;губ;3
autumn;губад;26
autumn;губаджо;1
autumn;губкин;1
autumn;гугл;4
autumn;гуд;4
autumn;гузел;3
autumn;гул;11
autumn;гулалек;1
autumn;гулил;1
autumn;гульг;1
autumn;гулькин;1
autumn;гульназ;2
autumn;гульнар;1
autumn;гульнур;1
autumn;гуля;27
autumn;гулялек;1
autumn;гуляш;10
autumn;гум;2
autumn;гума;3
autumn;гурма;4
autumn;гурман;5
autumn;гурманск;1
autumn;гус;4
autumn;гусейн;1
autumn;густ;6
autumn;гювеч;1
autumn;да;8
autumn;даа;1
autumn;даб;1
autumn;даблтр;1
autumn;дав;2
autumn;дава;20
autumn;давеч;1
autumn;давлен;1
autumn;давлет;4
autumn;давн;70
autumn;давольн;3
autumn;дад;2
autumn;дадут;3
autumn;даел;1
autumn;дает;12
autumn;дайкон;1
autumn;дайт;4
autumn;дал;88
autumn;далек;32
autumn;далековат;1
autumn;далер;1
autumn;дальгон;1
autumn;дальн;19
autumn;дальневосточн;1
autumn;дальш;28
autumn;дам;7
autumn;дамалинг;1
autumn;дамирович;1
autumn;дан;367
autumn;данир;1
autumn;данис;1
autumn;даниэл;1
autumn;дар;19
autumn;дарин;2
autumn;дарксайд;1
autumn;даст;1
autumn;дат;21
autumn;датирова;1
autumn;датск;1
autumn;дач;2
autumn;даш;1
autumn;дают;23
autumn;дважд;15
autumn;две;26
autumn;двер;26
autumn;дверн;2
autumn;дверьм;1
autumn;движен;2
autumn;движет;1
autumn;движух;1
autumn;двкусе;1
autumn;дво;56
autumn;двойк;1
autumn;двойн;5
autumn;двойствен;1
autumn;двор;16
autumn;дворик;15
autumn;дворов;1
autumn;дворянск;1
autumn;двояк;1
autumn;двум;9
autumn;двух;21
autumn;двухдневн;1
autumn;двухлетн;1
autumn;дебилизм;1
autumn;дебильн;2
autumn;дебош;1
autumn;девайс;4
autumn;девиз;2
autumn;девич;1
autumn;девичник;6
autumn;девочек;4
autumn;девочк;52
autumn;девук;1
autumn;девушек;8
autumn;девушк;229
autumn;девчат;3
autumn;девченк;3
autumn;девчонк;8
autumn;девчонок;2
autumn;девят;2
autumn;деградац;1
autumn;дегт;1
autumn;дегустац;10
autumn;дегустацион;20
autumn;дегустирова;1
autumn;дед;2
autumn;дедул;1
autumn;дезинформац;1
autumn;действ;8
autumn;действительн;80
autumn;действова;1
autumn;декабр;1
autumn;декафеинов;1
autumn;декор;15
autumn;декоратор;2
autumn;декорац;3
autumn;декорирова;2
autumn;дел;109
autumn;дела;162
autumn;делегац;1
autumn;деликатес;3
autumn;деликатн;6
autumn;делов;16
autumn;дембел;1
autumn;демид;1
autumn;демократическ;2
autumn;демократичн;65
autumn;демонстрирующ;1
autumn;ден;358
autumn;денег;45
autumn;денек;1
autumn;денис;5
autumn;денс;1
autumn;дент;1
autumn;деньг;53
autumn;депоз;8
autumn;депозит;7
autumn;депресс;1
autumn;дерев;19
autumn;деревенск;8
autumn;деревн;10
autumn;деревя;8
autumn;держ;5
autumn;держа;34
autumn;держат;3
autumn;держател;2
autumn;держут;1
autumn;дерза;1
autumn;дерзост;1
autumn;дерут;1
autumn;десееееерт;1
autumn;десерт;389
autumn;десертик;3
autumn;десертн;3
autumn;десн;1
autumn;дессерт;4
autumn;деся;4
autumn;десят;4
autumn;десятк;2
autumn;десяток;2
autumn;десяточк;1
autumn;дет;193
autumn;дета;17
autumn;детал;44
autumn;детективн;1
autumn;детишек;1
autumn;детишк;5
autumn;детк;7
autumn;деток;6
autumn;детс;1
autumn;детск;228
autumn;детств;24
autumn;детьм;89
autumn;деш;2
autumn;дешев;87
autumn;дешевл;8
autumn;дешманск;3
autumn;дешов;1
autumn;джаз;3
autumn;джанг;1
autumn;джангл;1
autumn;дже;5
autumn;джельетт;1
autumn;джем;3
autumn;джемв;1
autumn;джемисон;1
autumn;джигит;1
autumn;джин;5
autumn;джингл;2
autumn;джинр;1
autumn;джинс;2
autumn;джо;3
autumn;джойстик;6
autumn;джостик;2
autumn;джул;1
autumn;джумандж;1
autumn;джунгл;4
autumn;джус;2
autumn;диа;8
autumn;диалог;3
autumn;диан;7
autumn;дианочк;1
autumn;диаре;1
autumn;диаспор;2
autumn;дибильн;1
autumn;див;3
autumn;дива;20
autumn;диван;6
autumn;диванчик;15
autumn;дидде;1
autumn;дидж;25
autumn;дидже;3
autumn;диджейск;1
autumn;диетичн;1
autumn;дизайн;111
autumn;дизайнер;3
autumn;дизайнерск;4
autumn;дик;8
autumn;диковинк;1
autumn;дикт;1
autumn;дилетант;1
autumn;диляр;3
autumn;дим;2
autumn;дин;1
autumn;динамик;4
autumn;динамичн;1
autumn;динар;6
autumn;динияр;1
autumn;директор;8
autumn;дисерт;4
autumn;дискомфорт;3
autumn;дискомфортн;1
autumn;дискотек;8
autumn;диссонанс;3
autumn;дистанцион;1
autumn;дифирамб;1
autumn;дичк;2
autumn;длин;10
autumn;длительн;8
autumn;дмитр;13
autumn;дна;1
autumn;дне;36
autumn;дневн;4
autumn;днем;43
autumn;дни;25
autumn;дно;4
autumn;днооо;1
autumn;дну;1
autumn;дню;1
autumn;днюх;1
autumn;дня;91
autumn;днях;12
autumn;до;4
autumn;доб;2
autumn;добав;52
autumn;добавк;5
autumn;добавл;2
autumn;добавлен;7
autumn;добавля;27
autumn;добавок;2
autumn;добавьт;1
autumn;добира;3
autumn;добр;160
autumn;добра;3
autumn;добродушн;13
autumn;доброжелател;5
autumn;доброжелательн;189
autumn;добропорядочн;1
autumn;добросовестн;2
autumn;доброт;4
autumn;добротн;14
autumn;доведет;1
autumn;довезл;1
autumn;довел;1
autumn;довер;6
autumn;доверя;4
autumn;довест;1
autumn;довод;1
autumn;довол;36
autumn;довольн;305
autumn;довоън;1
autumn;дог;24
autumn;догада;1
autumn;догадыва;1
autumn;договарива;2
autumn;договор;7
autumn;договорен;2
autumn;догрева;1
autumn;догфрендл;1
autumn;дод;20
autumn;додела;1
autumn;додолб;1
autumn;додстер;3
autumn;доеда;3
autumn;доеден;1
autumn;доел;9
autumn;доест;6
autumn;доеха;1
autumn;дожар;2
autumn;дожарен;1
autumn;дожарива;2
autumn;дожд;6
autumn;дожда;16
autumn;дождеш;6
autumn;дождик;1
autumn;дождлив;6
autumn;дозаказ;1
autumn;дозаказа;3
autumn;дозва;1
autumn;дозвон;3
autumn;дозирова;1
autumn;дозовеш;1
autumn;дойдет;2
autumn;дойт;3
autumn;доказа;1
autumn;докрут;1
autumn;докруч;1
autumn;доктор;1
autumn;документ;5
autumn;докупа;1
autumn;дол;4
autumn;долг;271
autumn;долговат;1
autumn;долгожда;3
autumn;долгожител;1
autumn;долета;1
